City,Date,Temperature
Warszawa,2-11-2020,3.86
Warszawa,2-12-2020,3.51
Warszawa,2-13-2020,2.72
Warszawa,2-14-2020,1.08
Warszawa,2-15-2020,0.92
Warszawa,2-16-2020,6.86
Warszawa,2-17-2020,10.39
Warszawa,2-18-2020,6.17
Warszawa,2-19-2020,4.82
Warszawa,2-20-2020,2.89
Warszawa,2-21-2020,2.92
Warszawa,2-22-2020,5.6
Warszawa,2-23-2020,5.27
Warszawa,2-24-2020,3.68
Warszawa,2-25-2020,6.46
Warszawa,2-26-2020,4.75
Warszawa,2-27-2020,1.26
Warszawa,2-28-2020,1.19
Warszawa,2-29-2020,4.1
Wrocław,2-1-2020,11.76
Wrocław,2-2-2020,7.51
Wrocław,2-3-2020,6.88
Wrocław,2-4-2020,4.19
Wrocław,2-5-2020,1.79
Wrocław,2-6-2020,2.62
Wrocław,2-7-2020,3.5
Wrocław,2-8-2020,1.12
Wrocław,2-9-2020,4.23
Wrocław,2-10-2020,7.62
Wrocław,2-11-2020,4.69
Wrocław,2-12-2020,3.81
Wrocław,2-13-2020,4.07
Wrocław,2-14-2020,4.94
Wrocław,2-15-2020,4.8
Wrocław,2-16-2020,9.03
Wrocław,2-17-2020,10.63
Wrocław,2-18-2020,7.15
Wrocław,2-19-2020,4.83
Wrocław,2-20-2020,5.43
Wrocław,2-21-2020,4.38
Wrocław,2-22-2020,7.89
Wrocław,2-23-2020,7.47
Wrocław,2-24-2020,5.38
Wrocław,2-25-2020,8.44
Wrocław,2-26-2020,4.29
Wrocław,2-27-2020,2.92
Wrocław,2-28-2020,2.33
Wrocław,2-29-2020,5.03
Łódź,2-1-2020,10.05
Łódź,2-2-2020,6.88
Łódź,2-3-2020,4.49
Łódź,2-4-2020,4.35
Łódź,2-5-2020,0.46
Łódź,2-6-2020,1.64
Łódź,2-7-2020,-0.09
Łódź,2-8-2020,-0.47
Łódź,2-9-2020,3.46
Łódź,2-10-2020,6.36
Łódź,2-11-2020,3.4
Łódź,2-12-2020,3.0
Łódź,2-13-2020,2.46
Łódź,2-14-2020,2.3
Łódź,2-15-2020,2.8
Łódź,2-16-2020,8.63
Łódź,2-17-2020,10.3
Łódź,2-18-2020,5.75
Łódź,2-19-2020,4.34
Łódź,2-20-2020,2.78
Łódź,2-21-2020,3.32
Łódź,2-22-2020,5.44
Łódź,2-23-2020,5.19
Łódź,2-24-2020,3.75
Łódź,2-25-2020,7.17
Łódź,2-26-2020,3.47
Łódź,2-27-2020,1.53
Łódź,2-28-2020,0.9
Łódź,2-29-2020,3.79
Białystok,1-1-2020,1.3
Białystok,1-2-2020,0.33
Białystok,1-3-2020,-0.11
Białystok,1-4-2020,2.43
Białystok,1-5-2020,-0.73
Białystok,1-6-2020,-1.13
Białystok,1-7-2020,0.12
Białystok,1-8-2020,1.14
Białystok,1-9-2020,4.78
Białystok,1-10-2020,6.0
Białystok,1-11-2020,4.03
Białystok,1-12-2020,2.53
Białystok,1-13-2020,3.52
Białystok,1-14-2020,3.06
Białystok,1-15-2020,3.94
Białystok,1-16-2020,2.62
Białystok,1-17-2020,-1.61
Białystok,1-18-2020,0.98
Białystok,1-19-2020,1.49
Białystok,1-20-2020,1.57
Białystok,1-21-2020,1.83
Białystok,1-22-2020,2.87
Białystok,1-23-2020,0.86
Białystok,1-24-2020,0.91
Białystok,1-25-2020,2.08
Białystok,1-26-2020,1.22
Białystok,1-27-2020,0.12
Białystok,1-28-2020,1.4
Białystok,1-29-2020,1.7
Białystok,1-30-2020,2.44
Białystok,1-31-2020,4.16
Gdańsk,1-1-2020,2.01
Gdańsk,1-2-2020,0.63
Gdańsk,1-3-2020,1.92
Gdańsk,1-4-2020,3.7
Gdańsk,1-5-2020,2.12
Gdańsk,1-6-2020,2.5
Gdańsk,1-7-2020,2.49
Gdańsk,1-8-2020,4.51
Gdańsk,1-9-2020,5.03
Gdańsk,1-10-2020,7.96
Gdańsk,1-11-2020,4.69
Gdańsk,1-12-2020,3.56
Gdańsk,1-13-2020,4.88
Gdańsk,1-14-2020,4.14
Gdańsk,1-15-2020,5.97
Gdańsk,1-16-2020,4.09
Gdańsk,1-17-2020,1.11
Gdańsk,1-18-2020,3.06
Gdańsk,1-19-2020,2.65
Gdańsk,1-20-2020,2.92
Gdańsk,1-21-2020,5.04
Gdańsk,1-22-2020,5.46
Gdańsk,1-23-2020,1.21
Gdańsk,1-24-2020,4.25
Gdańsk,1-25-2020,4.66
Gdańsk,1-26-2020,1.9
Gdańsk,1-27-2020,1.11
Gdańsk,1-28-2020,2.87
Gdańsk,1-29-2020,2.73
Gdańsk,1-30-2020,3.65
Gdańsk,1-31-2020,6.43
Gorzów Wielkopolski,1-1-2020,0.47
Gorzów Wielkopolski,1-2-2020,-0.47
Gorzów Wielkopolski,1-3-2020,3.41
Gorzów Wielkopolski,1-4-2020,3.61
Gorzów Wielkopolski,1-5-2020,0.76
Gorzów Wielkopolski,1-6-2020,2.71
Gorzów Wielkopolski,1-7-2020,1.81
Gorzów Wielkopolski,1-8-2020,4.76
Gorzów Wielkopolski,1-9-2020,7.55
Gorzów Wielkopolski,1-10-2020,8.78
Gorzów Wielkopolski,1-11-2020,3.5
Gorzów Wielkopolski,1-12-2020,2.47
Gorzów Wielkopolski,1-13-2020,5.07
Gorzów Wielkopolski,1-14-2020,5.42
Gorzów Wielkopolski,1-15-2020,7.5
Gorzów Wielkopolski,1-16-2020,5.43
Gorzów Wielkopolski,1-17-2020,3.28
Gorzów Wielkopolski,1-18-2020,3.63
Gorzów Wielkopolski,1-19-2020,2.84
Gorzów Wielkopolski,1-20-2020,3.38
Gorzów Wielkopolski,1-21-2020,2.24
Gorzów Wielkopolski,1-22-2020,4.15
Gorzów Wielkopolski,1-23-2020,3.17
Gorzów Wielkopolski,1-24-2020,0.46
Gorzów Wielkopolski,1-25-2020,0.31
Gorzów Wielkopolski,1-26-2020,-1.0
Gorzów Wielkopolski,1-27-2020,3.4
Gorzów Wielkopolski,1-28-2020,4.92
Gorzów Wielkopolski,1-29-2020,3.56
Gorzów Wielkopolski,1-30-2020,4.43
Gorzów Wielkopolski,1-31-2020,8.21
Katowice,1-1-2020,1.52
Katowice,1-2-2020,-0.37
Katowice,1-3-2020,1.05
Katowice,1-4-2020,2.58
Katowice,1-5-2020,-0.41
Katowice,1-6-2020,-1.55
Katowice,1-7-2020,-0.85
Katowice,1-8-2020,2.47
Katowice,1-9-2020,4.11
Katowice,1-10-2020,4.15
Katowice,1-11-2020,3.07
Katowice,1-12-2020,2.91
Katowice,1-13-2020,2.88
Katowice,1-14-2020,0.18
Katowice,1-15-2020,1.4
Katowice,1-16-2020,0.49
Katowice,1-17-2020,-0.7
Katowice,1-18-2020,0.84
Katowice,1-19-2020,2.47
Katowice,1-20-2020,1.68
Katowice,1-21-2020,0.22
Katowice,1-22-2020,-0.6
Katowice,1-23-2020,0.24
Katowice,1-24-2020,-1.41
Katowice,1-25-2020,-2.28
Katowice,1-26-2020,-1.95
Katowice,1-27-2020,-0.38
Katowice,1-28-2020,1.44
Katowice,1-29-2020,2.02
Katowice,1-30-2020,3.03
Katowice,1-31-2020,7.48
Kielce,1-1-2020,1.68
Kielce,1-2-2020,-0.8
Kielce,1-3-2020,-1.48
Kielce,1-4-2020,2.43
Kielce,1-5-2020,-0.38
Kielce,1-6-2020,-1.76
Kielce,1-7-2020,-0.54
Kielce,1-8-2020,2.17
Kielce,1-9-2020,3.04
Kielce,1-10-2020,4.45
Kielce,1-11-2020,4.26
Kielce,1-12-2020,2.52
Kielce,1-13-2020,2.82
Kielce,1-14-2020,0.01
Kielce,1-15-2020,0.11
Kielce,1-16-2020,-1.89
Kielce,1-17-2020,-0.83
Kielce,1-18-2020,-0.26
Kielce,1-19-2020,2.34
Kielce,1-20-2020,0.77
Kielce,1-21-2020,1.15
Kielce,1-22-2020,0.37
Kielce,1-23-2020,0.52
Kielce,1-24-2020,-1.84
Kielce,1-25-2020,-1.73
Kielce,1-26-2020,-3.79
Kielce,1-27-2020,-1.86
Kielce,1-28-2020,-0.06
Kielce,1-29-2020,1.43
Kielce,1-30-2020,2.58
Kielce,1-31-2020,5.78
Kraków,1-1-2020,1.7
Kraków,1-2-2020,-0.86
Kraków,1-3-2020,-0.12
Kraków,1-4-2020,3.6
Kraków,1-5-2020,0.15
Kraków,1-6-2020,-1.07
Kraków,1-7-2020,-1.5
Kraków,1-8-2020,2.32
Kraków,1-9-2020,4.34
Kraków,1-10-2020,4.12
Kraków,1-11-2020,4.09
Kraków,1-12-2020,2.67
Kraków,1-13-2020,2.94
Kraków,1-14-2020,-1.59
Kraków,1-15-2020,-0.18
Kraków,1-16-2020,-0.39
Kraków,1-17-2020,-1.37
Kraków,1-18-2020,-0.3
Kraków,1-19-2020,2.27
Kraków,1-20-2020,2.09
Kraków,1-21-2020,1.11
Kraków,1-22-2020,-0.14
Kraków,1-23-2020,-0.4
Kraków,1-24-2020,-1.71
Kraków,1-25-2020,-1.72
Kraków,1-26-2020,-1.46
Kraków,1-27-2020,-0.87
Kraków,1-28-2020,1.33
Kraków,1-29-2020,2.58
Kraków,1-30-2020,2.93
Kraków,1-31-2020,6.39
Lublin,1-1-2020,1.2
Lublin,1-2-2020,1.13
Lublin,1-3-2020,-0.29
Lublin,1-4-2020,2.19
Lublin,1-5-2020,-0.1
Lublin,1-6-2020,-1.71
Lublin,1-7-2020,-0.64
Lublin,1-8-2020,0.51
Lublin,1-9-2020,1.45
Lublin,1-10-2020,2.99
Lublin,1-11-2020,4.21
Lublin,1-12-2020,2.32
Lublin,1-13-2020,2.48
Lublin,1-14-2020,0.96
Lublin,1-15-2020,2.07
Lublin,1-16-2020,1.17
Lublin,1-17-2020,-0.77
Lublin,1-18-2020,0.61
Lublin,1-19-2020,0.43
Lublin,1-20-2020,0.8
Lublin,1-21-2020,1.72
Lublin,1-22-2020,0.85
Lublin,1-23-2020,0.6
Lublin,1-24-2020,-0.4
Lublin,1-25-2020,-1.02
Lublin,1-26-2020,-0.5
Lublin,1-27-2020,-0.26
Lublin,1-28-2020,0.93
Lublin,1-29-2020,1.28
Lublin,1-30-2020,1.96
Lublin,1-31-2020,4.77
Olsztyn,1-1-2020,1.6
Olsztyn,1-2-2020,0.99
Olsztyn,1-3-2020,1.16
Olsztyn,1-4-2020,2.17
Olsztyn,1-5-2020,-0.07
Olsztyn,1-6-2020,0.52
Olsztyn,1-7-2020,1.06
Olsztyn,1-8-2020,3.14
Olsztyn,1-9-2020,5.97
Olsztyn,1-10-2020,7.57
Olsztyn,1-11-2020,3.93
Olsztyn,1-12-2020,3.05
Olsztyn,1-13-2020,4.53
Olsztyn,1-14-2020,3.54
Olsztyn,1-15-2020,5.52
Olsztyn,1-16-2020,3.87
Olsztyn,1-17-2020,0.22
Olsztyn,1-18-2020,2.75
Olsztyn,1-19-2020,1.66
Olsztyn,1-20-2020,2.03
Olsztyn,1-21-2020,2.32
Olsztyn,1-22-2020,4.47
Olsztyn,1-23-2020,0.86
Olsztyn,1-24-2020,1.56
Olsztyn,1-25-2020,2.61
Olsztyn,1-26-2020,0.48
Olsztyn,1-27-2020,0.31
Olsztyn,1-28-2020,1.95
Olsztyn,1-29-2020,2.07
Olsztyn,1-30-2020,2.76
Olsztyn,1-31-2020,5.63
Opole,1-1-2020,1.11
Opole,1-2-2020,-1.51
Opole,1-3-2020,0.43
Opole,1-4-2020,3.91
Opole,1-5-2020,0.23
Opole,1-6-2020,-0.71
Opole,1-7-2020,1.11
Opole,1-8-2020,3.17
Opole,1-9-2020,5.07
Opole,1-10-2020,5.24
Opole,1-11-2020,4.21
Opole,1-12-2020,2.65
Opole,1-13-2020,3.08
Opole,1-14-2020,0.88
Opole,1-15-2020,2.37
Opole,1-16-2020,1.69
Opole,1-17-2020,0.92
Opole,1-18-2020,2.4
Opole,1-19-2020,2.26
Opole,1-20-2020,1.93
Opole,1-21-2020,-0.05
Opole,1-22-2020,0.08
Opole,1-23-2020,1.01
Opole,1-24-2020,-1.84
Opole,1-25-2020,-2.56
Opole,1-26-2020,-1.83
Opole,1-27-2020,0.81
Opole,1-28-2020,2.87
Opole,1-29-2020,3.57
Opole,1-30-2020,4.06
Opole,1-31-2020,8.52
Poznań,1-1-2020,1.73
Poznań,1-2-2020,-0.62
Poznań,1-3-2020,3.28
Poznań,1-4-2020,3.66
Poznań,1-5-2020,0.51
Poznań,1-6-2020,1.67
Poznań,1-7-2020,2.26
Poznań,1-8-2020,4.64
Poznań,1-9-2020,7.25
Poznań,1-10-2020,8.5
Poznań,1-11-2020,4.71
Poznań,1-12-2020,2.8
Poznań,1-13-2020,4.92
Poznań,1-14-2020,4.78
Poznań,1-15-2020,6.86
Poznań,1-16-2020,4.05
Poznań,1-17-2020,2.62
Poznań,1-18-2020,3.75
Poznań,1-19-2020,2.16
Poznań,1-20-2020,2.91
Poznań,1-21-2020,2.86
Poznań,1-22-2020,2.59
Poznań,1-23-2020,1.34
Poznań,1-24-2020,0.48
Poznań,1-25-2020,0.27
Poznań,1-26-2020,-0.52
Poznań,1-27-2020,3.08
Poznań,1-28-2020,4.57
Poznań,1-29-2020,3.54
Poznań,1-30-2020,4.38
Poznań,1-31-2020,7.98
Rzeszów,1-1-2020,1.87
Rzeszów,1-2-2020,0.45
Rzeszów,1-3-2020,-1.34
Rzeszów,1-4-2020,1.8
Rzeszów,1-5-2020,0.55
Rzeszów,1-6-2020,-1.63
Rzeszów,1-7-2020,-1.11
Rzeszów,1-8-2020,0.5
Rzeszów,1-9-2020,0.34
Rzeszów,1-10-2020,2.39
Rzeszów,1-11-2020,4.71
Rzeszów,1-12-2020,3.03
Rzeszów,1-13-2020,1.1
Rzeszów,1-14-2020,0.87
Rzeszów,1-15-2020,3.62
Rzeszów,1-16-2020,2.21
Rzeszów,1-17-2020,0.13
Rzeszów,1-18-2020,-0.4
Rzeszów,1-19-2020,-0.25
Rzeszów,1-20-2020,1.54
Rzeszów,1-21-2020,1.7
Rzeszów,1-22-2020,0.65
Rzeszów,1-23-2020,0.24
Rzeszów,1-24-2020,0.36
Rzeszów,1-25-2020,-1.71
Rzeszów,1-26-2020,-1.37
Rzeszów,1-27-2020,0.35
Rzeszów,1-28-2020,2.17
Rzeszów,1-29-2020,3.14
Rzeszów,1-30-2020,3.29
Rzeszów,1-31-2020,5.62
Szczecin,1-1-2020,1.36
Szczecin,1-2-2020,0.74
Szczecin,1-3-2020,4.07
Szczecin,1-4-2020,3.92
Szczecin,1-5-2020,1.49
Szczecin,1-6-2020,4.25
Szczecin,1-7-2020,2.96
Szczecin,1-8-2020,6.06
Szczecin,1-9-2020,8.47
Szczecin,1-10-2020,9.22
Szczecin,1-11-2020,4.67
Szczecin,1-12-2020,4.44
Szczecin,1-13-2020,5.96
Szczecin,1-14-2020,6.94
Szczecin,1-15-2020,10.58
Szczecin,1-16-2020,6.13
Szczecin,1-17-2020,5.35
Szczecin,1-18-2020,5.31
Szczecin,1-19-2020,3.86
Szczecin,1-20-2020,2.25
Szczecin,1-21-2020,3.01
Szczecin,1-22-2020,5.09
Szczecin,1-23-2020,2.94
Szczecin,1-24-2020,3.11
Szczecin,1-25-2020,2.22
Szczecin,1-26-2020,0.45
Szczecin,1-27-2020,4.42
Szczecin,1-28-2020,5.48
Szczecin,1-29-2020,3.87
Szczecin,1-30-2020,5.17
Szczecin,1-31-2020,8.56
Toruń,1-1-2020,1.29
Toruń,1-2-2020,-0.81
Toruń,1-3-2020,2.01
Toruń,1-4-2020,2.85
Toruń,1-5-2020,-0.08
Toruń,1-6-2020,1.04
Toruń,1-7-2020,1.09
Toruń,1-8-2020,3.94
Toruń,1-9-2020,6.75
Toruń,1-10-2020,8.18
Toruń,1-11-2020,4.94
Toruń,1-12-2020,2.85
Toruń,1-13-2020,4.85
Toruń,1-14-2020,3.27
Toruń,1-15-2020,5.79
Toruń,1-16-2020,2.88
Toruń,1-17-2020,0.81
Toruń,1-18-2020,2.98
Toruń,1-19-2020,1.35
Toruń,1-20-2020,2.25
Toruń,1-21-2020,2.95
Toruń,1-22-2020,3.48
Toruń,1-23-2020,1.24
Toruń,1-24-2020,2.24
Toruń,1-25-2020,1.88
Toruń,1-26-2020,-0.13
Toruń,1-27-2020,1.02
Toruń,1-28-2020,2.63
Toruń,1-29-2020,2.79
Toruń,1-30-2020,3.85
Toruń,1-31-2020,6.82
Warszawa,1-1-2020,1.3
Warszawa,1-2-2020,0.76
Warszawa,1-3-2020,0.67
Warszawa,1-4-2020,3.55
Warszawa,1-5-2020,0.16
Warszawa,1-6-2020,0.11
Warszawa,1-7-2020,1.0
Warszawa,1-8-2020,3.5
Warszawa,1-9-2020,5.8
Warszawa,1-10-2020,7.39
Warszawa,1-11-2020,5.33
Warszawa,1-12-2020,3.48
Warszawa,1-13-2020,4.71
Warszawa,1-14-2020,3.23
Warszawa,1-15-2020,4.95
Warszawa,1-16-2020,3.44
Warszawa,1-17-2020,-0.47
Warszawa,1-18-2020,2.86
Warszawa,1-19-2020,2.61
Warszawa,1-20-2020,2.04
Warszawa,1-21-2020,2.36
Warszawa,1-22-2020,2.7
Warszawa,1-23-2020,0.77
Warszawa,1-24-2020,1.16
Warszawa,1-25-2020,0.5
Warszawa,1-26-2020,-0.24
Warszawa,1-27-2020,0.62
Warszawa,1-28-2020,1.88
Warszawa,1-29-2020,2.17
Warszawa,1-30-2020,3.35
Warszawa,1-31-2020,6.4
Wrocław,1-1-2020,1.17
Wrocław,1-2-2020,-1.84
Wrocław,1-3-2020,1.8
Wrocław,1-4-2020,4.41
Wrocław,1-5-2020,0.49
Wrocław,1-6-2020,1.79
Wrocław,1-7-2020,1.67
Wrocław,1-8-2020,4.75
Wrocław,1-9-2020,7.14
Wrocław,1-10-2020,8.11
Wrocław,1-11-2020,4.36
Wrocław,1-12-2020,3.33
Wrocław,1-13-2020,3.86
Wrocław,1-14-2020,2.84
Wrocław,1-15-2020,3.99
Wrocław,1-16-2020,4.97
Wrocław,1-17-2020,2.24
Wrocław,1-18-2020,3.89
Wrocław,1-19-2020,2.72
Wrocław,1-20-2020,1.68
Wrocław,1-21-2020,0.59
Wrocław,1-22-2020,0.93
Wrocław,1-23-2020,1.35
Wrocław,1-24-2020,-2.11
Wrocław,1-25-2020,-2.49
Wrocław,1-26-2020,-2.01
Wrocław,1-27-2020,2.78
Wrocław,1-28-2020,4.28
Wrocław,1-29-2020,4.0
Wrocław,1-30-2020,4.76
Wrocław,1-31-2020,9.96
Łódź,1-1-2020,1.08
Łódź,1-2-2020,-1.48
Łódź,1-3-2020,1.43
Łódź,1-4-2020,3.2
Łódź,1-5-2020,-0.59
Łódź,1-6-2020,-0.43
Łódź,1-7-2020,0.02
Łódź,1-8-2020,3.33
Łódź,1-9-2020,5.51
Łódź,1-10-2020,6.37
Łódź,1-11-2020,4.79
Łódź,1-12-2020,2.7
Łódź,1-13-2020,4.02
Łódź,1-14-2020,2.59
Łódź,1-15-2020,4.76
Łódź,1-16-2020,2.34
Łódź,1-17-2020,-0.21
Łódź,1-18-2020,3.01
Łódź,1-19-2020,1.74
Łódź,1-20-2020,1.25
Łódź,1-21-2020,1.25
Łódź,1-22-2020,1.61
Łódź,1-23-2020,0.26
Łódź,1-24-2020,-1.28
Łódź,1-25-2020,-1.05
Łódź,1-26-2020,-1.6
Łódź,1-27-2020,0.35
Łódź,1-28-2020,2.46
Łódź,1-29-2020,1.58
Łódź,1-30-2020,3.25
Łódź,1-31-2020,6.66
Białystok,12-1-2019,-1.01
Białystok,12-2-2019,0.49
Białystok,12-3-2019,-0.94
Białystok,12-4-2019,1.69
Białystok,12-5-2019,0.61
Białystok,12-6-2019,-0.23
Białystok,12-7-2019,2.31
Białystok,12-8-2019,5.61
Białystok,12-9-2019,5.4
Białystok,12-10-2019,2.31
Białystok,12-11-2019,-3.01
Białystok,12-12-2019,0.78
Białystok,12-13-2019,2.12
Białystok,12-14-2019,2.7
Białystok,12-15-2019,3.86
Białystok,12-16-2019,3.97
Białystok,12-17-2019,3.61
Białystok,12-18-2019,6.37
Białystok,12-19-2019,-0.12
Białystok,12-20-2019,4.0
Białystok,12-21-2019,5.66
Białystok,12-22-2019,5.54
Białystok,12-23-2019,6.3
Białystok,12-24-2019,5.29
Białystok,12-25-2019,3.64
Białystok,12-26-2019,3.0
Białystok,12-27-2019,1.17
Białystok,12-28-2019,-0.61
Białystok,12-29-2019,-2.19
Białystok,12-30-2019,1.27
Białystok,12-31-2019,3.32
Gdańsk,12-1-2019,0.81
Gdańsk,12-2-2019,2.06
Gdańsk,12-3-2019,0.96
Gdańsk,12-4-2019,4.96
Gdańsk,12-5-2019,2.9
Gdańsk,12-6-2019,1.64
Gdańsk,12-7-2019,5.19
Gdańsk,12-8-2019,6.88
Gdańsk,12-9-2019,5.86
Gdańsk,12-10-2019,1.79
Gdańsk,12-11-2019,-0.92
Gdańsk,12-12-2019,-0.35
Gdańsk,12-13-2019,1.75
Gdańsk,12-14-2019,3.19
Gdańsk,12-15-2019,4.11
Gdańsk,12-16-2019,4.26
Gdańsk,12-17-2019,4.85
Gdańsk,12-18-2019,5.6
Gdańsk,12-19-2019,0.47
Gdańsk,12-20-2019,5.21
Gdańsk,12-21-2019,4.03
Gdańsk,12-22-2019,4.64
Gdańsk,12-23-2019,6.03
Gdańsk,12-24-2019,5.77
Gdańsk,12-25-2019,4.19
Gdańsk,12-26-2019,4.0
Gdańsk,12-27-2019,3.39
Gdańsk,12-28-2019,2.36
Gdańsk,12-29-2019,1.74
Gdańsk,12-30-2019,4.04
Gdańsk,12-31-2019,6.08
Gorzów Wielkopolski,12-1-2019,1.81
Gorzów Wielkopolski,12-2-2019,2.38
Gorzów Wielkopolski,12-3-2019,0.35
Gorzów Wielkopolski,12-4-2019,3.72
Gorzów Wielkopolski,12-5-2019,-0.1
Gorzów Wielkopolski,12-6-2019,1.77
Gorzów Wielkopolski,12-7-2019,6.7
Gorzów Wielkopolski,12-8-2019,8.13
Gorzów Wielkopolski,12-9-2019,6.86
Gorzów Wielkopolski,12-10-2019,2.4
Gorzów Wielkopolski,12-11-2019,0.4
Gorzów Wielkopolski,12-12-2019,0.8
Gorzów Wielkopolski,12-13-2019,0.54
Gorzów Wielkopolski,12-14-2019,2.86
Gorzów Wielkopolski,12-15-2019,4.48
Gorzów Wielkopolski,12-16-2019,4.91
Gorzów Wielkopolski,12-17-2019,6.82
Gorzów Wielkopolski,12-18-2019,7.12
Gorzów Wielkopolski,12-19-2019,3.45
Gorzów Wielkopolski,12-20-2019,6.88
Gorzów Wielkopolski,12-21-2019,5.89
Gorzów Wielkopolski,12-22-2019,1.95
Gorzów Wielkopolski,12-23-2019,5.05
Gorzów Wielkopolski,12-24-2019,5.08
Gorzów Wielkopolski,12-25-2019,4.27
Gorzów Wielkopolski,12-26-2019,4.01
Gorzów Wielkopolski,12-27-2019,2.28
Gorzów Wielkopolski,12-28-2019,1.2
Gorzów Wielkopolski,12-29-2019,0.36
Gorzów Wielkopolski,12-30-2019,3.12
Gorzów Wielkopolski,12-31-2019,4.93
Katowice,12-1-2019,-0.41
Katowice,12-2-2019,0.63
Katowice,12-3-2019,-0.82
Katowice,12-4-2019,-0.65
Katowice,12-5-2019,-1.73
Katowice,12-6-2019,-0.99
Katowice,12-7-2019,2.37
Katowice,12-8-2019,5.73
Katowice,12-9-2019,5.68
Katowice,12-10-2019,2.08
Katowice,12-11-2019,-3.18
Katowice,12-12-2019,-2.0
Katowice,12-13-2019,2.6
Katowice,12-14-2019,4.69
Katowice,12-15-2019,7.33
Katowice,12-16-2019,5.56
Katowice,12-17-2019,3.36
Katowice,12-18-2019,7.45
Katowice,12-19-2019,5.03
Katowice,12-20-2019,11.18
Katowice,12-21-2019,9.57
Katowice,12-22-2019,5.95
Katowice,12-23-2019,5.03
Katowice,12-24-2019,4.38
Katowice,12-25-2019,3.01
Katowice,12-26-2019,2.69
Katowice,12-27-2019,1.78
Katowice,12-28-2019,-0.6
Katowice,12-29-2019,-1.31
Katowice,12-30-2019,0.51
Katowice,12-31-2019,3.78
Kielce,12-1-2019,-0.14
Kielce,12-2-2019,-0.67
Kielce,12-3-2019,-1.35
Kielce,12-4-2019,-1.12
Kielce,12-5-2019,-2.06
Kielce,12-6-2019,-3.0
Kielce,12-7-2019,1.19
Kielce,12-8-2019,4.14
Kielce,12-9-2019,4.04
Kielce,12-10-2019,1.24
Kielce,12-11-2019,-2.06
Kielce,12-12-2019,-0.39
Kielce,12-13-2019,3.56
Kielce,12-14-2019,3.04
Kielce,12-15-2019,5.28
Kielce,12-16-2019,4.32
Kielce,12-17-2019,3.1
Kielce,12-18-2019,5.38
Kielce,12-19-2019,3.08
Kielce,12-20-2019,7.41
Kielce,12-21-2019,8.06
Kielce,12-22-2019,6.27
Kielce,12-23-2019,4.72
Kielce,12-24-2019,4.29
Kielce,12-25-2019,2.68
Kielce,12-26-2019,2.71
Kielce,12-27-2019,1.49
Kielce,12-28-2019,-0.62
Kielce,12-29-2019,-2.72
Kielce,12-30-2019,-0.2
Kielce,12-31-2019,3.1
Kraków,12-1-2019,-0.56
Kraków,12-2-2019,0.63
Kraków,12-3-2019,-1.0
Kraków,12-4-2019,-1.88
Kraków,12-5-2019,-2.35
Kraków,12-6-2019,-2.09
Kraków,12-7-2019,1.57
Kraków,12-8-2019,6.45
Kraków,12-9-2019,6.0
Kraków,12-10-2019,2.5
Kraków,12-11-2019,-3.01
Kraków,12-12-2019,-1.45
Kraków,12-13-2019,3.66
Kraków,12-14-2019,3.62
Kraków,12-15-2019,7.48
Kraków,12-16-2019,5.34
Kraków,12-17-2019,1.98
Kraków,12-18-2019,6.36
Kraków,12-19-2019,3.0
Kraków,12-20-2019,8.47
Kraków,12-21-2019,10.51
Kraków,12-22-2019,6.11
Kraków,12-23-2019,5.19
Kraków,12-24-2019,4.9
Kraków,12-25-2019,3.27
Kraków,12-26-2019,3.08
Kraków,12-27-2019,2.0
Kraków,12-28-2019,-0.07
Kraków,12-29-2019,-1.38
Kraków,12-30-2019,0.24
Kraków,12-31-2019,4.39
Lublin,12-1-2019,-0.57
Lublin,12-2-2019,-0.41
Lublin,12-3-2019,-0.65
Lublin,12-4-2019,-0.77
Lublin,12-5-2019,-1.47
Lublin,12-6-2019,-1.88
Lublin,12-7-2019,0.88
Lublin,12-8-2019,3.37
Lublin,12-9-2019,3.9
Lublin,12-10-2019,1.95
Lublin,12-11-2019,-0.78
Lublin,12-12-2019,1.68
Lublin,12-13-2019,1.76
Lublin,12-14-2019,2.84
Lublin,12-15-2019,4.68
Lublin,12-16-2019,4.98
Lublin,12-17-2019,6.41
Lublin,12-18-2019,8.61
Lublin,12-19-2019,4.51
Lublin,12-20-2019,6.32
Lublin,12-21-2019,8.31
Lublin,12-22-2019,7.04
Lublin,12-23-2019,4.94
Lublin,12-24-2019,4.4
Lublin,12-25-2019,3.29
Lublin,12-26-2019,2.86
Lublin,12-27-2019,1.33
Lublin,12-28-2019,-0.8
Lublin,12-29-2019,-2.51
Lublin,12-30-2019,-0.26
Lublin,12-31-2019,3.05
Olsztyn,12-1-2019,0.31
Olsztyn,12-2-2019,1.08
Olsztyn,12-3-2019,-0.44
Olsztyn,12-4-2019,3.55
Olsztyn,12-5-2019,1.69
Olsztyn,12-6-2019,1.23
Olsztyn,12-7-2019,4.17
Olsztyn,12-8-2019,6.38
Olsztyn,12-9-2019,6.32
Olsztyn,12-10-2019,2.15
Olsztyn,12-11-2019,-2.0
Olsztyn,12-12-2019,-0.43
Olsztyn,12-13-2019,1.51
Olsztyn,12-14-2019,3.31
Olsztyn,12-15-2019,4.02
Olsztyn,12-16-2019,4.38
Olsztyn,12-17-2019,4.78
Olsztyn,12-18-2019,6.15
Olsztyn,12-19-2019,1.7
